"x"
""
"Passiflora maculifolia"
"Physalis hirsuta"
"Physalis hornemanni"
"Physalis ixocarpa"
"Physalis lagascae"
"Physalis lanceifolia"
"Physalis lanceolata"
"Physalis lanceolata var. laevigata"
"Physalis lobata"
"Physalis longifolia"
"Physalis maritima"
"Physalis minima"
"Physalis minima var. indica"
"Physalis missouriensis"
"Physalis mollis"
"Physalis neomexicana"
"Physalis peruviana"
"Physalis peruvianum"
"Physalis peruvina var. pubescens"
"Physalis philadelphica"
"Physalis pruinosa"
"Physalis pubescens"
"Physalis pubescens var. pubescens"
"Physalis pumila"
"Physalis rotundata"
"Physalis solanacea"
"Physalis sp."
"Physalis subglabrata"
"Physalis turbinata"
"Physalis virginiana"
"Physalis virginica"
"Physalis viscosa"
"Physalis wrightii"
"Physanthyllis tetraphylla"
"Physaria acutifolia"
"Physaria argyraea"
"Physaria bellii"
"Physaria didymocarpa"
"Physaria eriocarpa"
"Physaria fendleri"
"Physaria filiformis"
"Physaria gracilis"
"Physaria hemiphysaria"
"Physaria humilis"
"Physaria intermedia"
"Physaria johnstonii"
"Physaria ludoviciana"
"Physaria nelsonii"
"Physaria newberryi"
"Physaria occidentalis"
"Physaria pallida"
"Physaria pruinosa"
"Physaria pycnantha"
"Physaria rosei"
"Physaria spatulata"
"Physaria subumbellata"
"Physarum didermoides"
"Physarum polycephalum"
"Physarum sp."
"Physcia adscendens"
"Physcia caesia"
"Physcia sp."
"Physcia stellaris"
"Physcia tenella"
"Physconia pulverulacea"
"Physedra barteri"
"Physedra sp."
"Physena madagascariensis"
"Physena sessiliflora"
"Physeterostemon fiaschii"
"Physeterostemon jardimii"
"Physeterostemon thomasii"
"Physisporinus vitreus"
"Physocalymma scaberrimum"
"Physocarpus alternans"
"Physocarpus amurensis"
"Physocarpus bracteatus"
"Physocarpus capitatus"
"Physocarpus malvaceus"
"Physocarpus monogynus"
"Physocarpus opulifolius"
"Physocarpus opulifolius var. lutea"
"Physocarpus sp."
"Physocarpus stellatus"
"Physocaulis nodosus"
"Physoceras boryanum"
"Physochlaina infundibularis"
"Physochlaina orientalis"
"Physochlaina physaloides"
"Physochlaina praealta"
"Physokentia avia"
"Physokentia dennisii"
"Physokentia insolita"
"Physokentia petiolata"
"Physokentia tete"
"Physokentia thurstonii"
"Physokentia whitmorei"
"Physominthe vitifolia"
"Physoplexis comosa"
"Physoptychis gnaphalodes"
"Physospermopsis delavayi"
"Physospermopsis muliensis"
"Physospermopsis nana"
"Physospermopsis obtusiuscula"
"Physospermopsis shaniana"
"Physospermum aquilegifolium"
"Physospermum cornubiense"
"Physospermum kopetdaghense"
"Physostegia parviflora"
"Physostegia sp."
"Physostegia virginiana"
"Physostemon lanceolatus"
"Physostemon rotundifolium"
"Physostemon stenophyllus"
"Physostemon tenuifolium"
"Physostigma venenosum"
"Phytelephas aequatorialis"
"Phytelephas macrocarpa"
"Phytelephas schottii"
"Phytelephas seemannii"
"Phytelephas sp."
"Phytelephas tenuicaulis"
"Phytelephas tumacana"
"Phyteum ovatum"
"Phyteuma betonicifolium"
"Phyteuma charmelii"
"Phyteuma confusum"
"Phyteuma cordatum"
"Phyteuma gallicum"
"Phyteuma gigantea"
"Phyteuma globulariifolium"
"Phyteuma hedraianthifolium"
"Phyteuma hemisphaericum"
"Phyteuma humile"
"Phyteuma japonicum"
"Phyteuma michelii"
"Phyteuma nanum"
"Phyteuma nigrum"
"Phyteuma orbiculare"
"Phyteuma ovatum"
"Phyteuma pauciflorum"
"Phyteuma persicifolium"
"Phyteuma scheuchzeri"
"Phyteuma scorzonerifolium"
"Phyteuma serratum"
"Phyteuma sieberi"
"Phyteuma sp."
"Phyteuma spicatum"
"Phyteuma spicatum caeruleum"
"Phyteuma tetramerum"
"Phyteuma vagneri"
"Phytocrene borneensis"
"Phytocrene oblonga"
"Phytocrene racemosa"
"Phytolacca acinosa"
"Phytolacca americana"
"Phytolacca americanae"
"Phytolacca brachystachys"
"Phytolacca decandra"
"Phytolacca dioica"
"Phytolacca dodecandra"
"Phytolacca esculenta"
"Phytolacca heterotepala"
"Phytolacca icosandra"
"Phytolacca octandra"
"Phytolacca polyandra"
"Phytolacca rivinoides"
"Phytolacca sp."
"Phytolacca thyrsiflora"
"Phytophthora syringae"
"Piaranthus decorus"
"Piaropus crassipes"
"Picardaea cubensis"
"Picconia azorica"
"Picconia excelsa"
"Picea"
"Picea ×engelmannii-glauca"
"Picea ×jezoensis-sitchensis"
"Picea ×lutzii"
"Picea abies"
"Picea abies subsp. abies"
"Picea abies subsp. obovata"
"Picea abies var. obovata"
"Picea ajanensis"
"Picea alba"
"Picea alcoquiana"
"Picea asperata"
"Picea asperata var. notabilis"
"Picea aurantiaca"
"Picea balfouriana"
"Picea bicolor"
"Picea brachytyla"
"Picea brachytyla subsp. complanata"
"Picea brachytyla var. complanata"
"Picea breweriana"
"Picea canadensis"
"Picea chihuahuana"
"Picea crassifolia"
"Picea decolorans"
"Picea elliottii"
"Picea engelmannii"
"Picea excelsa"
"Picea farreri"
"Picea fennica"
"Picea gemmata"
"Picea glauca"
"Picea glauca var. albertiana"
"Picea glauca var. glauca"
"Picea glehnii"
"Picea hondoensis"
"Picea jezoensis"
"Picea jezoensis var. hondoensis"
"Picea jezoensis var. komarovii"
"Picea jezoensis var. microsperma"
"Picea koraiensis"
"Picea koraiensis var. intercedens"
"Picea koyamae"
"Picea koyamai"
"Picea likiangensis"
"Picea likiangensis var. balfourana"
"Picea likiangensis var. linzhiensis"
"Picea likiangensis var. rubescens"
"Picea linzhiensis"
"Picea mariana"
"Picea martinezii"
"Picea maximowiczii"
"Picea meyeri"
"Picea microsperma"
"Picea minor"
"Picea morinda"
"Picea morrisonicola"
"Picea mugo"
"Picea neoveitchii"
"Picea nigra"
"Picea obovata"
"Picea omorika"
"Picea orientalis"
"Picea parryana"
"Picea pinaster"
"Picea ponderosa"
"Picea pungens"
"Picea pungens f. glauca"
"Picea pungens var. glauca"
"Picea purpurea"
"Picea radiata"
"Picea retroflexa"
"Picea rubens"
"Picea rubra"
"Picea schrenkiana"
"Picea schrenkiana var. tianschanica"
"Picea shirasawae"
"Picea sitchensis"
"Picea smithiana"
"Picea sp."
"Picea spinulosa"
"Picea torano"
"Picea vulgaris"
"Picea wilsonii"
"Picea x lutzii"
"Pichinia disticha"
"Pichonia balansae"
"Pichonia balansana"
"Pichonia daenikeri"
"Pichonia deplanchei"
"Pichonia dubia"
"Pichonia grandiflora"
"Pichonia hochreutineri"
"Pichonia lauterbachiana"
"Pichonia lecomtei"
"Pichonia occidentalis"
"Pichonia rhopalocarpa"
"Pichonia sessiliflora"
"Pickeringia montana"
"Picnomon acarna"
"Picnomon rutaefolium"
"Picnomon sp."
"Picradeniopsis absinthifolia"
"Picradeniopsis bigelovii"
"Picradeniopsis multiflora"
"Picradeniopsis oppositifolia"
"Picradeniopsis pringlei"
"Picradeniopsis woodhousei"
"Picradeniopsis xylopoda"
"Picralima nitida"
"Picramnia andrade-limae"
"Picramnia antidesma"
"Picramnia apetala"
"Picramnia bahiensis"
"Picramnia bonplandiana"
"Picramnia bullata"
"Picramnia camboita"
"Picramnia campestris"
"Picramnia caracasana"
"Picramnia ciliata"
"Picramnia coccinea"
"Picramnia deflexa"
"Picramnia dictyoneura"
"Picramnia dolichobotrya"
"Picramnia elliptica"
"Picramnia emarginata"
"Picramnia excelsa"
"Picramnia ferrea"
"Picramnia gardneri"
"Picramnia glazioviana"
"Picramnia gracilis"
"Picramnia grandifolia"
"Picramnia guerrerensis"
"Picramnia guianensis"
"Picramnia hirsuta"
"Picramnia juniniana"
"Picramnia killipii"
"Picramnia latifolia"
"Picramnia macrocarpa"
"Picramnia magnifolia"
"Picramnia martiana"
"Picramnia nitida"
"Picramnia nuriensis"
"Picramnia oreadica"
"Picramnia parvifolia"
"Picramnia pentandra"
"Picramnia polyantha"
"Picramnia quaternaria"
"Picramnia ramiflora"
"Picramnia reticulata"
"Picramnia sellowii"
"Picramnia sp."
"Picramnia sphaerocarpa"
"Picramnia spruceana"
"Picramnia teapensis"
"Picramnia thomasii"
"Picramnia tumbesina"
"Picramnia villosa"
"Picramnia xalapensis"
"Picramnia zanthoxyloides"
"Picrasma ailanthoides"
"Picrasma chinensis"
"Picrasma crenata"
"Picrasma excelsa"
"Picrasma javanica"
"Picrasma philippinensis"
"Picrasma quassioides"
"Picrasma selleana"
"Picrasma tetramera"
"Picrella glandulosa"
"Picrella ignambiensis"
"Picrella trifoliata"
"Picria fel-terrae"
"Picridium tingitanum"
"Picridium vulgare"
"Picris aculeata"
"Picris altissima"
"Picris amalecitana"
"Picris angustifolia"
"Picris asplenioides"
"Picris babylonica"
"Picris burbidgeae"
"Picris cupuligera"
"Picris dahurica"
"Picris divaricata"
"Picris echioides"
"Picris echioides L. [= Helminthia echioides"
"Picris galilaea"
"Picris hieracioides"
"Picris hieracioides subsp. crepoides"
"Picris hieracioides subsp. fuscipilosa"
"Picris hieracioides subsp. hieracioides"
"Picris hieracioides subsp. japonica"
"Picris hieracioides subsp. morrisonensis"
"Picris hieracioides var. alpina"
"Picris hieracioides var. glabrescens"
"Picris hieracioides var. japonica"
"Picris hieracioides var. kamtschatica"
"Picris hispanica"
"Picris hispidissima"
"Picris japonica"
"Picris koreana"
"Picris morrisonensis"
"Picris nuristanica"
"Picris olympica"
"Picris ovalifolia"
"Picris pauciflora"
"Picris rhagadioloides"
"Picris rigida"
"Picris scaberrima"
"Picris scabra"
"Picris schioidis"
"Picris similis"
"Picris sinuata"
"Picris sp."
"Picris spinifera"
"Picris spinulosa"
"Picris sprengerana"
"Picris sprengeriana"
"Picris squarrosa"
"Picris strigosa"
"Picris strigosa subsp. kurdica"
"Picrodendron baccatum"
"Picrodendron macrocarpum"
"Picrolemma huberi"
"Picrolemma sprucei"
"Picrophloeus belukar"
"Picrophloeus collinus"
"Picrophloeus javanensis"
"Picrophloeus rugulosus"
"Picrorhiza kurrooa"
"Picrorhiza scrophulariiflora"
"Picrosia longifolia"
"Pictetia aculeata"
"Pictetia angustifolia"
"Pictetia marginata"
"Pictetia mucronata"
"Pictetia nipensis"
"Pictetia obcordata"
"Pictetia spinifolia"
"Pictetia spinosa"
"Pictetia sulcata"
"Pieris ×floribunda-japonica"
"Pieris ×formosa-japonica"
"Pieris beccata"
"Pieris brassicae"
"Pieris cubensis"
"Pieris elliptica"
"Pieris floribunda"
"Pieris formosa"
"Pieris formosa var. forrestii"
"Pieris forrestii"
"Pieris japonica"
"Pieris japonica subsp. japonica"
"Pieris koidzumiana"
"Pieris nitida"
"Pieris ovalifolia"
"Pieris phillyreifolia"
"Pieris rapae"
"Pieris sp."
"Pieris swinhoei"
"Pieris taiwanensis"
"Pieris villosa"
"Pierreodendron africanum"
"Pierreodendron kerstingii"
"Pigafetta elata"
"Pigafetta filaris"
"Pigea caledonica"
"Pigea floribunda"
"Pilea alpina"
"Pilea alsinifolia"
"Pilea angulata"
"Pilea angustifolia"
"Pilea anisophylla"
"Pilea aphrophila"
"Pilea basicordata"
"Pilea benguetensis"
"Pilea cadierei"
"Pilea caribaea"
"Pilea carnosula"
"Pilea cavaleriei"
"Pilea centradenioides"
"Pilea ceratomera"
"Pilea clementis"
"Pilea consanguinea"
"Pilea costaricensis"
"Pilea costata"
"Pilea craspedodroma"
"Pilea daguensis"
"Pilea dauciodora"
"Pilea depressa"
"Pilea digitata"
"Pilea distachys"
"Pilea dolichocarpa"
"Pilea domingensis"
"Pilea ecbolophylla"
"Pilea elegantissima"
"Pilea fairchildiana"
"Pilea fasciata"
"Pilea foliosa"
"Pilea forgetii"
"Pilea forsythiana"
"Pilea fruticosa"
"Pilea glaberrima"
"Pilea glabra"
"Pilea grandifolia"
"Pilea hamaoi"
"Pilea harrisii"
"Pilea hassleriana"
"Pilea herniarioides"
"Pilea holstii"
"Pilea hyalina"
"Pilea imparifolia"
"Pilea imperialis"
"Pilea inaequalis"
"Pilea insolens"
"Pilea involucrata"
"Pilea irrorata"
"Pilea japonica"
"Pilea jayaensis"
"Pilea johniana"
"Pilea johnsii"
"Pilea johnstonii"
"Pilea klossii"
"Pilea krugii"
"Pilea lapestris"
"Pilea latifolia"
"Pilea lindeniana"
"Pilea lippioides"
"Pilea longicaulis"
"Pilea longifolia"
"Pilea longipedunculata"
"Pilea lucida"
"Pilea magnicarpa"
"Pilea manniana"
"Pilea martinii"
"Pilea melastomoides"
"Pilea mexicana"
"Pilea microphylla"
"Pilea mongolica"
"Pilea multiflora"
"Pilea muscosa"
"Pilea nigrescens"
"Pilea notata"
"Pilea nummulariifolia"
"Pilea oxyodon"
"Pilea pansamalana"
"Pilea parietaria"
"Pilea pelonae"
"Pilea peltata"
"Pilea peperomioides"
"Pilea peploides"
"Pilea petiolaris"
"Pilea pittieri"
"Pilea plataniflora"
"Pilea pleuroneura"
"Pilea plumulosa"
"Pilea propinqua"
"Pilea pseudonotata"
"Pilea pseudopetiolaris"
"Pilea pteridophylla"
"Pilea pubescens"
"Pilea pumila"
"Pilea purulensis"
"Pilea quadrata"
"Pilea quercifolia"
"Pilea racemosa"
"Pilea receptacularis"
"Pilea rhizobola"
"Pilea rhombifolia"
"Pilea rivularis"
"Pilea rotundinucula"
"Pilea rubriflora"
"Pilea rufa"
"Pilea rugosa"
"Pilea rusbyi"
"Pilea scripta"
"Pilea setigera"
"Pilea sinofasciata"
"Pilea sp."
"Pilea spathulifolia"
"Pilea spruceana"
"Pilea succulenta"
"Pilea swinglei"
"Pilea symmeria"
"Pilea ternifolia"
"Pilea tetraphylla"
"Pilea tridentata"
"Pilea trinervia"
"Pilea tripartita"
"Pilea umbrosa"
"Pilea virgata"
"Pilea viridissima"
"Pilea vulcanica"
"Pilea weddellii"
"Pileanthus filifolius"
"Pileostegia viburnoides"
"Pilgerina madagascariensis"
"Pilgerochloa sp."
"Pilgerodendron uviferum"
"Pilidiostigma glabrum"
"Pilidiostigma rhytispermum"
"Pilidiostigma sessile"
"Pilidiostigma tetramerum"
"Pilidiostigma tropicum"
"Piliostigma foveolatum"
"Piliostigma malabaricum"
"Piliostigma racemosa"
"Piliostigma reticulatum"
"Piliostigma rufescens"
"Piliostigma sp."
"Piliostigma thonningii"
"Pillansia templemannii"
"Piloblephis rigida"
"Pilocarpus alatus"
"Pilocarpus carajaensis"
"Pilocarpus demerarae"
"Pilocarpus giganteus"
"Pilocarpus goudotianus"
"Pilocarpus grandiflorus"
"Pilocarpus jaborandi"
"Pilocarpus manuensis"
"Pilocarpus microphyllus"
"Pilocarpus pauciflorus"
"Pilocarpus pennatifolius"
"Pilocarpus peruvianus"
"Pilocarpus pinnatifolius"
"Pilocarpus pinnatus"
"Pilocarpus racemosus"
"Pilocarpus riedelianus"
"Pilocarpus selloanus"
"Pilocarpus sp."
"Pilocarpus spicatus"
"Pilocarpus sulcatus"
"Pilocarpus trachylophus"
"Pilocarpus trifoliolatus"
"Pilocosta campanensis"
"Pilocosta nana"
"Pilocosta nubicola"
"Pilocosta oerstedii"
"Pilopleura goloskokovii"
"Pilopleura tordyloides"
"Pilosella ×auriculoides"
"Pilosella alpicola"
"Pilosella argyrocoma"
"Pilosella aurantiaca"
"Pilosella aurantiaca aurantiaca"
"Pilosella bauhini"
"Pilosella bauhinii"
"Pilosella caespitosa"
"Pilosella caespitosa x lactucella"
"Pilosella castellana"
"Pilosella caucasica"
"Pilosella cymosa"
"Pilosella echioides"
"Pilosella fallax"
"Pilosella flagellaris"
"Pilosella florentoides"
"Pilosella floribunda"
"Pilosella fusca"
"Pilosella fuscoatra"
"Pilosella glacialis"
"Pilosella hoppeana"
"Pilosella lactucella"
"Pilosella notha"
"Pilosella officinarum"
"Pilosella onegensis"
"Pilosella pavichii"
"Pilosella peleteriana"
"Pilosella petraea"
"Pilosella piloselloides"
"Pilosella plaicensis"
"Pilosella praealta"
"Pilosella procera"
"Pilosella procera"
"Pilosella prussica"
"Pilosella pseudopilosella"
"Pilosella rhodopea"
"Pilosella rubra"
"Pilosella saussureoides"
"Pilosella serbica"
"Pilosella sp."
"Pilosella sphaerocephala"
"Pilosella stoloniflora"
"Pilosella ullepitschii"
"Pilosella vahlii"
"Pilosella verruculata"
"Piloselloides cordata"
"Piloselloides hirsuta"
"Pilosocereus albisummus"
"Pilosocereus alensis"
"Pilosocereus aureispinus"
"Pilosocereus azulensis"
"Pilosocereus catingicola"
"Pilosocereus chrysacanthus"
"Pilosocereus chrysostele"
"Pilosocereus collinsii"
"Pilosocereus densiareolatus"
"Pilosocereus flavipulvinatus"
"Pilosocereus flexibilispinus"
"Pilosocereus floccosus"
"Pilosocereus fulvilanatus"
"Pilosocereus glaucochrous"
"Pilosocereus gounellei subsp. gounellei"
"Pilosocereus kanukuensis"
"Pilosocereus lanuginosus"
"Pilosocereus leucocephalus"
"Pilosocereus magnificus"
"Pilosocereus mollispinus"
"Pilosocereus pachycladus"
"Pilosocereus polygonus"
"Pilosocereus purpusii"
"Pilosocereus quadricentralis"
"Pilosocereus royenii"
"Pilosocereus splendidus"
"Pilosocereus tuberculatus"
"Pilularia sp."
"Pimelea aeruginosa"
"Pimelea alpina"
"Pimelea ammocharis"
"Pimelea angustifolia"
"Pimelea argentea"
"Pimelea avonensis"
"Pimelea brevistyla"
"Pimelea calcicola"
"Pimelea ciliata"
"Pimelea clavata"
"Pimelea concinna"
"Pimelea cornucopiae"
"Pimelea decora"
"Pimelea ferruginea"
"Pimelea filifolia"
"Pimelea forrestiana"
"Pimelea gilgiana"
"Pimelea graniticola"
"Pimelea haematostachya"
"Pimelea hispida"
"Pimelea holroydii"
"Pimelea humilis"
"Pimelea lehmanniana"
"Pimelea leptospermoides"
"Pimelea longiflora"
"Pimelea milliganii"
"Pimelea neoanglica"
"Pimelea octophylla"
"Pimelea pelinos"
"Pimelea phylicoides"
"Pimelea preissii"
"Pimelea pseudolyallii"
"Pimelea punicea"
"Pimelea rosea"
"Pimelea sanguinea"
"Pimelea sericostachya"
"Pimelea sp."
"Pimelea spectabilis"
"Pimelea spicata"
"Pimelea strigosa"
"Pimelea suaveolens"
"Pimelea sulphurea"
"Pimelea suteri"
"Pimelea tinctoria"
"Pimelea trichostachya"
"Pimelea villifera"
"Pimeleodendron griffithsianum"
"Pimelodendron amboinicum"
"Pimelodendron griffithianum"
"Pimelodendron macrocarpum"
"Pimelodendron zoanthogyne"
"Pimenta acris"
"Pimenta adenoclada"
"Pimenta berciliae"
"Pimenta cainitoides"
"Pimenta dioica"
"Pimenta ferruginea"
"Pimenta filipes"
"Pimenta guatemalensis"
"Pimenta haitiensis"
"Pimenta jamaicensis"
"Pimenta obscura"
"Pimenta odiolens"
"Pimenta officinalis"
"Pimenta oligantha"
"Pimenta paganii"
"Pimenta podocarpoides"
"Pimenta pseudocaryophyllus"
"Pimenta racemosa"
"Pimenta richardii"
"Pimenta sp."
"Pimentelia glomerata"
"Pimpinella acuminata"
"Pimpinella affinis"
"Pimpinella alismatifolia"
"Pimpinella anisetum"
"Pimpinella anisum"
"Pimpinella anthriscoides"
"Pimpinella arguta"
"Pimpinella aromatica"
"Pimpinella aurea"
"Pimpinella betsileensis"
"Pimpinella brachycarpa"
"Pimpinella brachyclada"
"Pimpinella buchananii"
"Pimpinella calycina"
"Pimpinella candolleana"
"Pimpinella caudata"
"Pimpinella chungdienensis"
"Pimpinella coriacea"
"Pimpinella corymbosa"
"Pimpinella cretica"
"Pimpinella dendroselinum"
"Pimpinella diversifolia"
"Pimpinella eriocarpa"
"Pimpinella fargesii"
"Pimpinella flabellifolia"
"Pimpinella flaccida"
"Pimpinella heliosciadea"
"Pimpinella henryi"
"Pimpinella heyneana"
"Pimpinella huillensis"
"Pimpinella insignis"
"Pimpinella integerrima"
"Pimpinella isaurica"
"Pimpinella khayyamii"
"Pimpinella kingdon-wardii"
"Pimpinella kotschyana"
"Pimpinella krookii"
"Pimpinella kyimbilaensis"
"Pimpinella ledermannii"
"Pimpinella lithophila"
"Pimpinella lutea"
"Pimpinella magna"
"Pimpinella maioris"
"Pimpinella major"
"Pimpinella major subsp. rubra"
"Pimpinella monoica"
"Pimpinella multiradiata"
"Pimpinella nigra"
"Pimpinella niitakayamensis"
"Pimpinella nitakayamensis"
"Pimpinella nudicaulis"
"Pimpinella oliverioides"
"Pimpinella olivieri"
"Pimpinella olivieroides"
"Pimpinella oreophila"
"Pimpinella paucidentata"
"Pimpinella peregrina"
"Pimpinella perrieri"
"Pimpinella puberula"
"Pimpinella purpurea"
"Pimpinella rhodantha"
"Pimpinella rhomboidea"
"Pimpinella rigidistyla"
"Pimpinella rubescens"
"Pimpinella saxifraga"
"Pimpinella saxifraga var. dissecta"
"Pimpinella saxifraga var. dissectifolia"
"Pimpinella saxifraga var. nigra"
"Pimpinella scaberula"
"Pimpinella serbica"
"Pimpinella serra"
"Pimpinella sintenisii"
"Pimpinella sp."
"Pimpinella thellungiana"
"Pimpinella tibetanica"
"Pimpinella tirupatiensis"
"Pimpinella tragium"
"Pimpinella tragium subsp. lithophila"
"Pimpinella tragium subsp. polyclada"
"Pimpinella tragium var. pseudotragium"
"Pimpinella transvaalensis"
"Pimpinella trifurcata"
"Pimpinella valleculosa"
"Pimpinella villosa"
"Pimpinella weishanensis"
"Pimpinella yunnanensis"
"Pimpinella zagrosica"
"Pinaceae"
"Pinacopodium congolense"
"Pinalia mysorensis"
"Pinalia spicata"
"Pinanga acuminata"
"Pinanga adangensis"
"Pinanga annamensis"
"Pinanga arinasae"
"Pinanga auriculata"
"Pinanga basilanensis"
"Pinanga batanensis"
"Pinanga baviensis"
"Pinanga bicolana"
"Pinanga brewsteriana"
"Pinanga chaiana"
"Pinanga coronata"
"Pinanga declinata"
"Pinanga dicksonii"
"Pinanga discolor"
"Pinanga disticha"
"Pinanga egregia"
"Pinanga forbesii"
"Pinanga fractiflexa"
"Pinanga geonomiformis"
"Pinanga glaucifolia"
"Pinanga gracilis"
"Pinanga heterophylla"
"Pinanga hexasticha"
"Pinanga hymenospatha"
"Pinanga insignis"
"Pinanga jamariensis"
"Pinanga javana"
"Pinanga johorensis"
"Pinanga malaiana"
"Pinanga manii"
"Pinanga modesta"
"Pinanga mooreana"
"Pinanga negrosensis"
"Pinanga nuichuensis"
"Pinanga pantiensis"
"Pinanga patula"
"Pinanga philippinensis"
"Pinanga rigida"
"Pinanga riparia"
"Pinanga rivularis"
"Pinanga rumphiana"
"Pinanga samarana"
"Pinanga sclerophylla"
"Pinanga scortechinii"
"Pinanga sembilan"
"Pinanga sibuyanensis"
"Pinanga simplicifrons"
"Pinanga singaporensis"
"Pinanga sinii"
"Pinanga sobolifera"
"Pinanga sp."
"Pinanga subruminata"
"Pinanga sylvestris"
"Pinanga tenacinervis"
"Pinanga urdanetensis"
"Pinanga urosperma"
"Pinanga versicolor"
"Pinanga woodiana"
"Pinaropappus roseus"
"Pinarophyllon bullatum"
"Pinckneya bracteata"
"Pinckneya pubens"
"Pinda concanensis"
"Pineda incana"
"Pinellia cordata"
"Pinellia fujianensis"
"Pinellia pedatisecta"
"Pinellia peltata"
"Pinellia polyphylla"
"Pinellia sp."
"Pinellia sp._YL-2011"
"Pinellia ternata"
"Pinellia tripartita"
"Pinguicula agnata"
"Pinguicula alpina"
"Pinguicula caerulea"
"Pinguicula caussensis"
"Pinguicula crystallina"
"Pinguicula ehlersiae"
"Pinguicula gracilis"
"Pinguicula grandiflora"
"Pinguicula gypsicola"
"Pinguicula leptoceras"
"Pinguicula lusitanica"
"Pinguicula moranensis"
"Pinguicula pumila"
"Pinguicula rotundiflora"
"Pinguicula sp."
"Pinguicula villosa"
"Pinguicula vulgaris"
"Pinguicula vulgaris subsp. macroceras"
"Pinguicula vulgaris var. vulgaris"
"Pinnasa bergii"
"Pinnasa nana"
"Pinnasa pinnatifida"
"Pinochia corymbosa"
"Pinopilus sp."
"Pintoa chilensis"
"Pinus"
"Pinus ×attenuata-radiata"
"Pinus ×attenuradiata"
"Pinus ×caribaea-elliottii"
"Pinus ×griffithii-strobus"
"Pinus ×massoniana-thunbergii"
"Pinus ×rigida-taeda"
"Pinus ×sondereggeri"
"Pinus ×sondereggeri-taeda"
"Pinus ×thunbergii-yunnanensis"
"Pinus abies"
"Pinus africana"
"Pinus alba"
"Pinus albicaulis"
"Pinus amamiana"
"Pinus aristata"
"Pinus arizonica"
"Pinus arizonica var. stormiae"
"Pinus armandi "
"Pinus armandii"
"Pinus armandii var. amamiana"
"Pinus armandii var. mastersiana"
"Pinus attenuata"
"Pinus australis"
"Pinus austriaca"
"Pinus ayacahuite"
"Pinus balfouriana"
"Pinus banksiana"
"Pinus bhutanica"
"Pinus brutia"
"Pinus bungeana"
"Pinus canadensis"
"Pinus canariensis"
"Pinus caribaea"
"Pinus caribaea-oocarpa"
"Pinus caribaea var. hondurensis"
"Pinus caribense"
"Pinus cembra"
"Pinus cembra var. sibirica"
"Pinus cembroides"
"Pinus cembroides var. monophylla"
"Pinus cernua"
"Pinus chiapensis"
"Pinus chihuahuana"
"Pinus chylla"
"Pinus clausa"
"Pinus clausa var. clausa"
"Pinus clausa var. immuginata"
"Pinus clusiana"
"Pinus concolor"
"Pinus contorta"
"Pinus contorta subsp. contorta"
"Pinus contorta var. bolanderi"
"Pinus contorta var. contorta"
"Pinus contorta var. latifolia"
"Pinus contorta var. murrayana"
"Pinus cooperi"
"Pinus cornuta"
"Pinus coulteri"
"Pinus cubensis"
"Pinus culminicola"
"Pinus dabeshanensis"
"Pinus dalatensis"
"Pinus densata"
"Pinus densiflora"
"Pinus devoniana"
"Pinus divaricata"
"Pinus douglasiana"
"Pinus durangensis"
"Pinus echinata"
"Pinus edulis"
"Pinus eldarica"
"Pinus elliotti"
"Pinus elliottii"
"Pinus elliottii-taeda"
"Pinus elliottii var. densa"
"Pinus elliottii var. elliottii"
"Pinus engelmannii"
"Pinus excelsa"
"Pinus fenzeliana"
"Pinus filifolia"
"Pinus flexilis"
"Pinus flexilis var. reflexa"
"Pinus georginae"
"Pinus gerardiana"
"Pinus glabra"
"Pinus glauca"
"Pinus greggii"
"Pinus griffithii"
"Pinus hakkodensis"
"Pinus halepensis"
"Pinus halepensis var. brutia"
"Pinus hamata"
"Pinus hartwegii"
"Pinus heldreichii"
"Pinus henryi"
"Pinus herrerae"
"Pinus hwangshanensis"
"Pinus inops"
"Pinus insignis"
"Pinus insularis"
"Pinus jaliscana"
"Pinus jeffreyi"
"Pinus kaseyi"
"Pinus kesiya"
"Pinus kesiya var. langbianensis"
"Pinus khasya"
"Pinus kochiana"
"Pinus koraiensis"
"Pinus krempfii"
"Pinus kwangtungensis"
"Pinus lambertiana"
"Pinus laricio"
"Pinus laricio var. austriaca"
"Pinus laricio var. corsicana"
"Pinus larix"
"Pinus latifolia"
"Pinus latteri"
"Pinus lawsonii"
"Pinus leiophylla"
"Pinus leiophylla var. chihuahuana"
"Pinus leucodermis"
"Pinus longaeva"
"Pinus longifolia"
"Pinus luchuensis"
"Pinus lumholtzii"
"Pinus lutea"
"Pinus luzmariae"
"Pinus macularis"
"Pinus malus"
"Pinus malus subsp. mitis"
"Pinus mariana"
"Pinus maritima"
"Pinus massoniana"
"Pinus maximartinezii"
"Pinus maximinoi"
"Pinus menziesii"
"Pinus merkusii"
"Pinus mesogensis"
"Pinus michoacana"
"Pinus mongolica var. grosseserrata"
"Pinus monophylla"
"Pinus montana"
"Pinus montana var. mugho"
"Pinus montana var. uncinata"
"Pinus montezumae"
"Pinus monticola"
"Pinus morrisonicola"
"Pinus mugho"
"Pinus mughus"
"Pinus mugo"
"Pinus mugo subsp. mugo"
"Pinus mugo subsp. rostrata"
"Pinus mugo subsp. uncinata"
"Pinus mugo var. mughus"
"Pinus mugo var. pumilio"
"Pinus mugo var. rostrata"
"Pinus mugo var. rotundata"
